codigo_subclasse,descricao,codigo_classe,codigo_grupo,codigo_divisao,secao,versao_cnae
3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,33.17-1,33.1,33,C,2.3
3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,33.19-8,33.1,33,C,2.3
3321-0/00,Instalação de máquinas e equipamentos industriais,33.21-0,33.2,33,C,2.3
3329-5/01,Serviços de montagem de móveis de qualquer material,33.29-5,33.2,33,C,2.3
3329-5/99,Instalação de outros equipamentos não especificados anteriormente,33.29-5,33.2,33,C,2.3
3511-5/01,Geração de energia elétrica,35.11-5,35.1,35,D,2.3
3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,35.11-5,35.1,35,D,2.3
3512-3/00,Transmissão de energia elétrica,35.12-3,35.1,35,D,2.3
3513-1/00,Comércio atacadista de energia elétrica,35.13-1,35.1,35,D,2.3
3514-0/00,Distribuição de energia elétrica,35.14-0,35.1,35,D,2.3
3520-4/01,Produção de gás; processamento de gás natural,35.20-4,35.2,35,D,2.3
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,35.20-4,35.2,35,D,2.3
3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",35.30-1,35.3,35,D,2.3
3600-6/01,"Captação, tratamento e distribuição de água",36.00-6,36.0,36,E,2.3
3600-6/02,Distribuição de água por caminhões,36.00-6,36.0,36,E,2.3
3701-1/00,Gestão de redes de esgoto,37.01-1,37.0,37,E,2.3
3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",37.02-9,37.0,37,E,2.3
3811-4/00,Coleta de resíduos não perigosos,38.11-4,38.1,38,E,2.3
3812-2/00,Coleta de resíduos perigosos,38.12-2,38.1,38,E,2.3
3821-1/00,Tratamento e disposição de resíduos não perigosos,38.21-1,38.2,38,E,2.3
3822-0/00,Tratamento e disposição de resíduos perigosos,38.22-0,38.2,38,E,2.3
3831-9/01,Recuperação de sucatas de alumínio,38.31-9,38.3,38,E,2.3
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",38.31-9,38.3,38,E,2.3
3832-7/00,Recuperação de materiais plásticos,38.32-7,38.3,38,E,2.3
3839-4/01,Usinas de compostagem,38.39-4,38.3,38,E,2.3
3839-4/99,Recuperação de materiais não especificados anteriormente,38.39-4,38.3,38,E,2.3
3900-5/00,Descontaminação e outros serviços de gestão de resíduos,39.00-5,39.0,39,E,2.3
4110-7/00,Incorporação de empreendimentos imobiliários,41.10-7,41.1,41,F,2.3
4120-4/00,Construção de edifícios,41.20-4,41.2,41,F,2.3
4211-1/01,Construção de rodovias e ferrovias,42.11-1,42.1,42,F,2.3
4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,42.11-1,42.1,42,F,2.3
4212-0/00,Construção de obras de arte especiais,42.12-0,42.1,42,F,2.3
4213-8/00,"Obras de urbanização - ruas, praças e calçadas",42.13-8,42.1,42,F,2.3
4221-9/01,"Construção de barragens e represas para geração de energia 
elétrica",42.21-9,42.2,42,F,2.3
4221-9/02,Construção de estações e redes de distribuição de energia elétrica,42.21-9,42.2,42,F,2.3
4221-9/03,Manutenção de redes de distribuição de energia elétrica,42.21-9,42.2,42,F,2.3
4221-9/04,Construção de estações e redes de telecomunicações,42.21-9,42.2,42,F,2.3
4221-9/05,Manutenção de estações e redes de telecomunicações,42.21-9,42.2,42,F,2.3
4222-7/01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",42.22-7,42.2,42,F,2.3
4222-7/02,Obras de irrigação,42.22-7,42.2,42,F,2.3
4223-5/00,"Construção de redes de transportes por dutos, exceto para água e esgoto",42.23-5,42.2,42,F,2.3
4291-0/00,"Obras portuárias, marítimas e fluviais",42.91-0,42.9,42,F,2.3
4292-8/01,Montagem de estruturas metálicas,42.92-8,42.9,42,F,2.3
4292-8/02,Obras de montagem industrial,42.92-8,42.9,42,F,2.3
4299-5/01,Construção de instalações esportivas e recreativas,42.99-5,42.9,42,F,2.3
4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,42.99-5,42.9,42,F,2.3
4311-8/01,Demolição de edifícios e outras estruturas,43.11-8,43.1,43,F,2.3
4311-8/02,Preparação de canteiro e limpeza de terreno,43.11-8,43.1,43,F,2.3
4312-6/00,Perfurações e sondagens,43.12-6,43.1,43,F,2.3
4313-4/00,Obras de terraplenagem,43.13-4,43.1,43,F,2.3
4319-3/00,Serviços de preparação do terreno não especificados anteriormente,43.19-3,43.1,43,F,2.3
4321-5/00,Instalação e manutenção elétrica,43.21-5,43.2,43,F,2.3
4322-3/01,"Instalações hidráulicas, sanitárias e de gás",43.22-3,43.2,43,F,2.3
4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",43.22-3,43.2,43,F,2.3
4322-3/03,Instalações de sistema de prevenção contra incêndio,43.22-3,43.2,43,F,2.3
4329-1/01,Instalação de painéis publicitários,43.29-1,43.2,43,F,2.3
4329-1/02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",43.29-1,43.2,43,F,2.3
4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",43.29-1,43.2,43,F,2.3
4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",43.29-1,43.2,43,F,2.3
4329-1/05,"Tratamentos térmicos, acústicos ou de vibração",43.29-1,43.2,43,F,2.3
4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,43.29-1,43.2,43,F,2.3
4330-4/01,Impermeabilização em obras de engenharia civil,43.30-4,43.3,43,F,2.3
4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",43.30-4,43.3,43,F,2.3
4330-4/03,Obras de acabamento em gesso e estuque,43.30-4,43.3,43,F,2.3
4330-4/04,Serviços de pintura de edifícios em geral,43.30-4,43.3,43,F,2.3
4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,43.30-4,43.3,43,F,2.3
4330-4/99,Outras obras de acabamento da construção,43.30-4,43.3,43,F,2.3
4391-6/00,Obras de fundações,43.91-6,43.9,43,F,2.3
4399-1/01,Administração de obras,43.99-1,43.9,43,F,2.3
4399-1/02,Montagem e desmontagem de andaimes e outras estruturas temporárias,43.99-1,43.9,43,F,2.3
4399-1/03,Obras de alvenaria,43.99-1,43.9,43,F,2.3
4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,43.99-1,43.9,43,F,2.3
4399-1/05,Perfuração e construção de poços de água,43.99-1,43.9,43,F,2.3
4399-1/99,Serviços especializados para construção não especificados anteriormente,43.99-1,43.9,43,F,2.3
4511-1/01,"Comércio a varejo de automóveis, camionetas e utilitários novos",45.11-1,45.1,45,G,2.3
4511-1/02,"Comércio a varejo de automóveis, camionetas e utilitários usados",45.11-1,45.1,45,G,2.3
4511-1/03,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",45.11-1,45.1,45,G,2.3
4511-1/04,Comércio por atacado de caminhões novos e usados,45.11-1,45.1,45,G,2.3
4511-1/05,Comércio por atacado de reboques e semireboques novos e usados,45.11-1,45.1,45,G,2.3
4511-1/06,Comércio por atacado de ônibus e micro-ônibus novos e usados,45.11-1,45.1,45,G,2.3
4512-9/01,Representantes comerciais e agentes do comércio de veículos automotores,45.12-9,45.1,45,G,2.3
4512-9/02,Comércio sob consignação de veículos automotores,45.12-9,45.1,45,G,2.3
4520-0/01,Serviços de manutenção e reparação mecânica de veículos automotores,45.20-0,45.2,45,G,2.3
4520-0/02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,45.20-0,45.2,45,G,2.3
4520-0/03,Serviços de manutenção e reparação elétrica de veículos automotores,45.20-0,45.2,45,G,2.3
4520-0/04,Serviços de alinhamento e balanceamento de veículos automotores,45.20-0,45.2,45,G,2.3
4520-0/05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",45.20-0,45.2,45,G,2.3
4520-0/06,Serviços de borracharia para veículos automotores,45.20-0,45.2,45,G,2.3
4520-0/07,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",45.20-0,45.2,45,G,2.3
4520-0/08,Serviços de capotaria,45.20-0,45.2,45,G,2.3
4530-7/01,Comércio por atacado de peças e acessórios novos para veículos automotores,45.30-7,45.3,45,G,2.3
4530-7/02,Comércio por atacado de pneumáticos e câmaras-de-ar,45.30-7,45.3,45,G,2.3
4530-7/03,Comércio a varejo de peças e acessórios novos para veículos automotores,45.30-7,45.3,45,G,2.3
4530-7/04,Comércio a varejo de peças e acessórios usados para veículos automotores,45.30-7,45.3,45,G,2.3
4530-7/05,Comércio a varejo de pneumáticos e câmaras-de-ar,45.30-7,45.3,45,G,2.3
4530-7/06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,45.30-7,45.3,45,G,2.3
4541-2/01,Comércio por atacado de motocicletas e motonetas,45.41-2,45.4,45,G,2.3
4541-2/02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,45.41-2,45.4,45,G,2.3
4541-2/03,Comércio a varejo de motocicletas e motonetas novas,45.41-2,45.4,45,G,2.3
4541-2/04,Comércio a varejo de motocicletas e motonetas usadas,45.41-2,45.4,45,G,2.3
4541-2/06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,45.41-2,45.4,45,G,2.3
4541-2/07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,45.41-2,45.4,45,G,2.3
4542-1/01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",45.42-1,45.4,45,G,2.3
4542-1/02,Comércio sob consignação de motocicletas e motonetas,45.42-1,45.4,45,G,2.3
4543-9/00,Manutenção e reparação de motocicletas e motonetas,45.43-9,45.4,45,G,2.3
4611-7/00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,46.11-7,46.1,46,G,2.3
4612-5/00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",46.12-5,46.1,46,G,2.3
4613-3/00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",46.13-3,46.1,46,G,2.3
4614-1/00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",46.14-1,46.1,46,G,2.3
4615-0/00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",46.15-0,46.1,46,G,2.3
4616-8/00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",46.16-8,46.1,46,G,2.3
4617-6/00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",46.17-6,46.1,46,G,2.3
4618-4/01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",46.18-4,46.1,46,G,2.3
4618-4/02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,46.18-4,46.1,46,G,2.3
4618-4/03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",46.18-4,46.1,46,G,2.3
4618-4/99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,46.18-4,46.1,46,G,2.3
4619-2/00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,46.19-2,46.1,46,G,2.3
4621-4/00,Comércio atacadista de café em grão,46.21-4,46.2,46,G,2.3
4622-2/00,Comércio atacadista de soja,46.22-2,46.2,46,G,2.3
4623-1/01,Comércio atacadista de animais vivos,46.23-1,46.2,46,G,2.3
4623-1/02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",46.23-1,46.2,46,G,2.3
4623-1/03,Comércio atacadista de algodão,46.23-1,46.2,46,G,2.3
4623-1/04,Comércio atacadista de fumo em folha não beneficiado,46.23-1,46.2,46,G,2.3
4623-1/05,Comércio atacadista de cacau,46.23-1,46.2,46,G,2.3
4623-1/06,"Comércio atacadista de sementes, flores, plantas e gramas",46.23-1,46.2,46,G,2.3
4623-1/07,Comércio atacadista de sisal,46.23-1,46.2,46,G,2.3
4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,46.23-1,46.2,46,G,2.3
4623-1/09,Comércio atacadista de alimentos para animais,46.23-1,46.2,46,G,2.3
4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,46.23-1,46.2,46,G,2.3
4631-1/00,Comércio atacadista de leite e laticínios,46.31-1,46.3,46,G,2.3
4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados,46.32-0,46.3,46,G,2.3
4632-0/02,"Comércio atacadista de farinhas, amidos e féculas",46.32-0,46.3,46,G,2.3
4632-0/03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",46.32-0,46.3,46,G,2.3
4633-8/01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",46.33-8,46.3,46,G,2.3
4633-8/02,Comércio atacadista de aves vivas e ovos,46.33-8,46.3,46,G,2.3
4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,46.33-8,46.3,46,G,2.3
4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados,46.34-6,46.3,46,G,2.3
4634-6/02,Comércio atacadista de aves abatidas e derivados,46.34-6,46.3,46,G,2.3
4634-6/03,Comércio atacadista de pescados e frutos do mar,46.34-6,46.3,46,G,2.3
4634-6/99,Comércio atacadista de carnes e derivados de outros animais,46.34-6,46.3,46,G,2.3
4635-4/01,Comércio atacadista de água mineral,46.35-4,46.3,46,G,2.3
4635-4/02,"Comércio atacadista de cerveja, chope e refrigerante",46.35-4,46.3,46,G,2.3
4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,46.35-4,46.3,46,G,2.3
4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente,46.35-4,46.3,46,G,2.3
4636-2/01,Comércio atacadista de fumo beneficiado,46.36-2,46.3,46,G,2.3
4636-2/02,"Comércio atacadista de cigarros, cigarrilhas e charutos",46.36-2,46.3,46,G,2.3
4637-1/01,"Comércio atacadista de café torrado, moído e solúvel",46.37-1,46.3,46,G,2.3
4637-1/02,Comércio atacadista de açúcar,46.37-1,46.3,46,G,2.3
4637-1/03,Comércio atacadista de óleos e gorduras,46.37-1,46.3,46,G,2.3
4637-1/04,"Comércio atacadista de pães, bolos, biscoitos e similares",46.37-1,46.3,46,G,2.3
4637-1/05,Comércio atacadista de massas alimentícias,46.37-1,46.3,46,G,2.3
4637-1/06,Comércio atacadista de sorvetes,46.37-1,46.3,46,G,2.3
4637-1/07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",46.37-1,46.3,46,G,2.3
4637-1/99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,46.37-1,46.3,46,G,2.3
4639-7/01,Comércio atacadista de produtos alimentícios em geral,46.39-7,46.3,46,G,2.3
4639-7/02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",46.39-7,46.3,46,G,2.3
4641-9/01,Comércio atacadista de tecidos,46.41-9,46.4,46,G,2.3
4641-9/02,"Comércio atacadista de artigos de cama, mesa e banho",46.41-9,46.4,46,G,2.3
4641-9/03,Comércio atacadista de artigos de armarinho,46.41-9,46.4,46,G,2.3
4642-7/01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",46.42-7,46.4,46,G,2.3
4642-7/02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,46.42-7,46.4,46,G,2.3
4643-5/01,Comércio atacadista de calçados,46.43-5,46.4,46,G,2.3
4643-5/02,"Comércio atacadista de bolsas, malas e artigos de viagem",46.43-5,46.4,46,G,2.3
4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,46.44-3,46.4,46,G,2.3
4644-3/02,Comércio atacadista de medicamentos e drogas de uso veterinário,46.44-3,46.4,46,G,2.3
4645-1/01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",46.45-1,46.4,46,G,2.3
4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,46.45-1,46.4,46,G,2.3
4645-1/03,Comércio atacadista de produtos odontológicos,46.45-1,46.4,46,G,2.3
4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,46.46-0,46.4,46,G,2.3
4646-0/02,Comércio atacadista de produtos de higiene pessoal,46.46-0,46.4,46,G,2.3
4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,46.47-8,46.4,46,G,2.3
4647-8/02,"Comércio atacadista de livros, jornais e outras publicações",46.47-8,46.4,46,G,2.3
4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,46.49-4,46.4,46,G,2.3
4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,46.49-4,46.4,46,G,2.3
4649-4/03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",46.49-4,46.4,46,G,2.3
4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,46.49-4,46.4,46,G,2.3
4649-4/05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,46.49-4,46.4,46,G,2.3
4649-4/06,"Comércio atacadista de lustres, luminárias e abajures",46.49-4,46.4,46,G,2.3
4649-4/07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",46.49-4,46.4,46,G,2.3
4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",46.49-4,46.4,46,G,2.3
4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",46.49-4,46.4,46,G,2.3
4649-4/10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",46.49-4,46.4,46,G,2.3
4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,46.49-4,46.4,46,G,2.3
4651-6/01,Comércio atacadista de equipamentos de informática,46.51-6,46.5,46,G,2.3
4651-6/02,Comércio atacadista de suprimentos para informática,46.51-6,46.5,46,G,2.3
4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,46.52-4,46.5,46,G,2.3
4661-3/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",46.61-3,46.6,46,G,2.3
4662-1/00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",46.62-1,46.6,46,G,2.3
4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,46.63-0,46.6,46,G,2.3
4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",46.64-8,46.6,46,G,2.3
4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,46.65-6,46.6,46,G,2.3
4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,46.69-9,46.6,46,G,2.3
4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,46.69-9,46.6,46,G,2.3
4671-1/00,Comércio atacadista de madeira e produtos derivados,46.71-1,46.7,46,G,2.3
4672-9/00,Comércio atacadista de ferragens e ferramentas,46.72-9,46.7,46,G,2.3
4673-7/00,Comércio atacadista de material elétrico,46.73-7,46.7,46,G,2.3
4674-5/00,Comércio atacadista de cimento,46.74-5,46.7,46,G,2.3
4679-6/01,"Comércio atacadista de tintas, vernizes e similares",46.79-6,46.7,46,G,2.3
4679-6/02,Comércio atacadista de mármores e granitos,46.79-6,46.7,46,G,2.3
4679-6/03,"Comércio atacadista de vidros, espelhos e vitrais",46.79-6,46.7,46,G,2.3
4679-6/04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,46.79-6,46.7,46,G,2.3
4679-6/99,Comércio atacadista de materiais de construção em geral,46.79-6,46.7,46,G,2.3
4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",46.81-8,46.8,46,G,2.3
4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),46.81-8,46.8,46,G,2.3
4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",46.81-8,46.8,46,G,2.3
4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,46.81-8,46.8,46,G,2.3
4681-8/05,Comércio atacadista de lubrificantes,46.81-8,46.8,46,G,2.3
4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),46.82-6,46.8,46,G,2.3
4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",46.83-4,46.8,46,G,2.3
4684-2/01,Comércio atacadista de resinas e elastômeros,46.84-2,46.8,46,G,2.3
4684-2/02,Comércio atacadista de solventes,46.84-2,46.8,46,G,2.3
4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,46.84-2,46.8,46,G,2.3
4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",46.85-1,46.8,46,G,2.3
4686-9/01,Comércio atacadista de papel e papelão em bruto,46.86-9,46.8,46,G,2.3
4686-9/02,Comércio atacadista de embalagens,46.86-9,46.8,46,G,2.3
4687-7/01,Comércio atacadista de resíduos de papel e papelão,46.87-7,46.8,46,G,2.3
4687-7/02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",46.87-7,46.8,46,G,2.3
4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,46.87-7,46.8,46,G,2.3
4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",46.89-3,46.8,46,G,2.3
4689-3/02,Comércio atacadista de fios e fibras beneficiados,46.89-3,46.8,46,G,2.3
4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,46.89-3,46.8,46,G,2.3
4691-5/00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",46.91-5,46.9,46,G,2.3
4692-3/00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",46.92-3,46.9,46,G,2.3
4693-1/00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",46.93-1,46.9,46,G,2.3
4711-3/01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",47.11-3,47.1,47,G,2.3
4711-3/02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",47.11-3,47.1,47,G,2.3
4712-1/00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",47.12-1,47.1,47,G,2.3
4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines",47.13-0,47.1,47,G,2.3
4713-0/04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",47.13-0,47.1,47,G,2.3
4713-0/05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",47.13-0,47.1,47,G,2.3
4721-1/02,Padaria e confeitaria com predominância de revenda,47.21-1,47.2,47,G,2.3
4721-1/03,Comércio varejista de laticínios e frios,47.21-1,47.2,47,G,2.3
4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes",47.21-1,47.2,47,G,2.3
4722-9/01,Comércio varejista de carnes - açougues,47.22-9,47.2,47,G,2.3
4722-9/02,Peixaria,47.22-9,47.2,47,G,2.3
4723-7/00,Comércio varejista de bebidas,47.23-7,47.2,47,G,2.3
4724-5/00,Comércio varejista de hortifrutigranjeiros,47.24-5,47.2,47,G,2.3
4729-6/01,Tabacaria,47.29-6,47.2,47,G,2.3
4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,47.29-6,47.2,47,G,2.3
4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,47.29-6,47.2,47,G,2.3
4731-8/00,Comércio varejista de combustíveis para veículos automotores,47.31-8,47.3,47,G,2.3
4732-6/00,Comércio varejista de lubrificantes,47.32-6,47.3,47,G,2.3
4741-5/00,Comércio varejista de tintas e materiais para pintura,47.41-5,47.4,47,G,2.3
4742-3/00,Comércio varejista de material elétrico,47.42-3,47.4,47,G,2.3
4743-1/00,Comércio varejista de vidros,47.43-1,47.4,47,G,2.3
4744-0/01,Comércio varejista de ferragens e ferramentas,47.44-0,47.4,47,G,2.3
4744-0/02,Comércio varejista de madeira e artefatos,47.44-0,47.4,47,G,2.3
4744-0/03,Comércio varejista de materiais hidráulicos,47.44-0,47.4,47,G,2.3
4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",47.44-0,47.4,47,G,2.3
4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente,47.44-0,47.4,47,G,2.3
4744-0/06,Comércio varejista de pedras para revestimento,47.44-0,47.4,47,G,2.3
4744-0/99,Comércio varejista de materiais de construção em geral,47.44-0,47.4,47,G,2.3
4751-2/01,Comércio varejista especializado de equipamentos e suprimentos de informática,47.51-2,47.5,47,G,2.3
4751-2/02,Recarga de cartuchos para equipamentos de informática,47.51-2,47.5,47,G,2.3
4752-1/00,Comércio varejista especializado de equipamentos de telefonia e comunicação,47.52-1,47.5,47,G,2.3
4753-9/00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,47.53-9,47.5,47,G,2.3
4754-7/01,Comércio varejista de móveis,47.54-7,47.5,47,G,2.3
4754-7/02,Comércio varejista de artigos de colchoaria,47.54-7,47.5,47,G,2.3
4754-7/03,Comércio varejista de artigos de iluminação,47.54-7,47.5,47,G,2.3
4755-5/01,Comércio varejista de tecidos,47.55-5,47.5,47,G,2.3
4755-5/02,Comercio varejista de artigos de armarinho,47.55-5,47.5,47,G,2.3
4755-5/03,"Comercio varejista de artigos de cama, mesa e banho",47.55-5,47.5,47,G,2.3
4756-3/00,Comércio varejista especializado de instrumentos musicais e acessórios,47.56-3,47.5,47,G,2.3
4757-1/00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",47.57-1,47.5,47,G,2.3
4759-8/01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",47.59-8,47.5,47,G,2.3
4759-8/99,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,47.59-8,47.5,47,G,2.3
4761-0/01,Comércio varejista de livros,47.61-0,47.6,47,G,2.3
4761-0/02,Comércio varejista de jornais e revistas,47.61-0,47.6,47,G,2.3
4761-0/03,Comércio varejista de artigos de papelaria,47.61-0,47.6,47,G,2.3
4762-8/00,"Comércio varejista de discos, CDs, DVDs e fitas",47.62-8,47.6,47,G,2.3
4763-6/01,Comércio varejista de brinquedos e artigos recreativos,47.63-6,47.6,47,G,2.3
4763-6/02,Comércio varejista de artigos esportivos,47.63-6,47.6,47,G,2.3
4763-6/03,Comércio varejista de bicicletas e triciclos; peças e acessórios,47.63-6,47.6,47,G,2.3
4763-6/04,"Comércio varejista de artigos de caça, pesca e camping",47.63-6,47.6,47,G,2.3
4763-6/05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,47.63-6,47.6,47,G,2.3
4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",47.71-7,47.7,47,G,2.3
4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",47.71-7,47.7,47,G,2.3
4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,47.71-7,47.7,47,G,2.3
4771-7/04,Comércio varejista de medicamentos veterinários,47.71-7,47.7,47,G,2.3
4772-5/00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",47.72-5,47.7,47,G,2.3
4773-3/00,Comércio varejista de artigos médicos e ortopédicos,47.73-3,47.7,47,G,2.3
4774-1/00,Comércio varejista de artigos de óptica,47.74-1,47.7,47,G,2.3
