codigo_subclasse,descricao,codigo_classe,codigo_grupo,codigo_divisao,secao,versao_cnae
1910-1/00,Coquerias,19.10-1,19.1,19,C,2.3
1921-7/00,Fabricação de produtos do refino de petróleo,19.21-7,19.2,19,C,2.3
1922-5/01,Formulação de combustíveis,19.22-5,19.2,19,C,2.3
1922-5/02,Rerrefino de óleos lubrificantes,19.22-5,19.2,19,C,2.3
1922-5/99,"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino",19.22-5,19.2,19,C,2.3
1931-4/00,Fabricação de álcool,19.31-4,19.3,19,C,2.3
1932-2/00,"Fabricação de biocombustíveis, exceto álcool",19.32-2,19.3,19,C,2.3
2011-8/00,Fabricação de cloro e álcalis,20.11-8,20.1,20,C,2.3
2012-6/00,Fabricação de intermediários para fertilizantes,20.12-6,20.1,20,C,2.3
2013-4/01,Fabricação de adubos e fertilizantes organo-minerais,20.13-4,20.1,20,C,2.3
2013-4/02,"Fabricação de adubos e fertilizantes, exceto organo-minerais",20.13-4,20.1,20,C,2.3
2014-2/00,Fabricação de gases industriais,20.14-2,20.1,20,C,2.3
2019-3/01,Elaboração de combustíveis nucleares,20.19-3,20.1,20,C,2.3
2019-3/99,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,20.19-3,20.1,20,C,2.3
2021-5/00,Fabricação de produtos petroquímicos básicos,20.21-5,20.2,20,C,2.3
2022-3/00,"Fabricação de intermediários para plastificantes, resinas e fibras",20.22-3,20.2,20,C,2.3
2029-1/00,Fabricação de produtos químicos orgânicos não especificados anteriormente,20.29-1,20.2,20,C,2.3
2031-2/00,Fabricação de resinas termoplásticas,20.31-2,20.3,20,C,2.3
2032-1/00,Fabricação de resinas termofixas,20.32-1,20.3,20,C,2.3
2033-9/00,Fabricação de elastômeros,20.33-9,20.3,20,C,2.3
2040-1/00,Fabricação de fibras artificiais e sintéticas,20.40-1,20.4,20,C,2.3
2051-7/00,Fabricação de defensivos agrícolas,20.51-7,20.5,20,C,2.3
2052-5/00,Fabricação de desinfestantes domissanitários,20.52-5,20.5,20,C,2.3
2061-4/00,Fabricação de sabões e detergentes sintéticos,20.61-4,20.6,20,C,2.3
2062-2/00,Fabricação de produtos de limpeza e polimento,20.62-2,20.6,20,C,2.3
2063-1/00,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",20.63-1,20.6,20,C,2.3
2071-1/00,"Fabricação de tintas, vernizes, esmaltes e lacas",20.71-1,20.7,20,C,2.3
2072-0/00,Fabricação de tintas de impressão,20.72-0,20.7,20,C,2.3
2073-8/00,"Fabricação de impermeabilizantes, solventes e produtos afins",20.73-8,20.7,20,C,2.3
2091-6/00,Fabricação de adesivos e selantes,20.91-6,20.9,20,C,2.3
2092-4/01,"Fabricação de pólvoras, explosivos e detonantes",20.92-4,20.9,20,C,2.3
2092-4/02,Fabricação de artigos pirotécnicos,20.92-4,20.9,20,C,2.3
2092-4/03,Fabricação de fósforos de segurança,20.92-4,20.9,20,C,2.3
2093-2/00,Fabricação de aditivos de uso industrial,20.93-2,20.9,20,C,2.3
2094-1/00,Fabricação de catalisadores,20.94-1,20.9,20,C,2.3
2099-1/01,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",20.99-1,20.9,20,C,2.3
2099-1/99,Fabricação de outros produtos químicos não especificados anteriormente,20.99-1,20.9,20,C,2.3
2110-6/00,Fabricação de produtos farmoquímicos,21.10-6,21.1,21,C,2.3
2121-1/01,Fabricação de medicamentos alopáticos para uso humano,21.21-1,21.2,21,C,2.3
2121-1/02,Fabricação de medicamentos homeopáticos para uso humano,21.21-1,21.2,21,C,2.3
2121-1/03,Fabricação de medicamentos fitoterápicos para uso humano,21.21-1,21.2,21,C,2.3
2122-0/00,Fabricação de medicamentos para uso veterinário,21.22-0,21.2,21,C,2.3
2123-8/00,Fabricação de preparações farmacêuticas,21.23-8,21.2,21,C,2.3
2211-1/00,Fabricação de pneumáticos e de câmaras-de-ar,22.11-1,22.1,22,C,2.3
2212-9/00,Reforma de pneumáticos usados,22.12-9,22.1,22,C,2.3
2219-6/00,"Fabricação de artefatos de borracha não especificados 
anteriormente",22.19-6,22.1,22,C,2.3
2221-8/00,Fabricação de laminados planos e tubulares de material plástico,22.21-8,22.2,22,C,2.3
2222-6/00,Fabricação de embalagens de material plástico,22.22-6,22.2,22,C,2.3
2223-4/00,Fabricação de tubos e acessórios de material plástico para uso na construção,22.23-4,22.2,22,C,2.3
2229-3/01,Fabricação de artefatos de material plástico para uso pessoal e doméstico,22.29-3,22.2,22,C,2.3
2229-3/02,Fabricação de artefatos de material plástico para usos industriais,22.29-3,22.2,22,C,2.3
2229-3/03,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",22.29-3,22.2,22,C,2.3
2229-3/99,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,22.29-3,22.2,22,C,2.3
2311-7/00,Fabricação de vidro plano e de segurança,23.11-7,23.1,23,C,2.3
2312-5/00,Fabricação de embalagens de vidro,23.12-5,23.1,23,C,2.3
2319-2/00,Fabricação de artigos de vidro,23.19-2,23.1,23,C,2.3
2320-6/00,Fabricação de cimento,23.20-6,23.2,23,C,2.3
2330-3/01,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",23.30-3,23.3,23,C,2.3
2330-3/02,Fabricação de artefatos de cimento para uso na construção,23.30-3,23.3,23,C,2.3
2330-3/03,Fabricação de artefatos de fibrocimento para uso na construção,23.30-3,23.3,23,C,2.3
2330-3/04,Fabricação de casas pré-moldadas de concreto,23.30-3,23.3,23,C,2.3
2330-3/05,Preparação de massa de concreto e argamassa para construção,23.30-3,23.3,23,C,2.3
2330-3/99,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23.30-3,23.3,23,C,2.3
2341-9/00,Fabricação de produtos cerâmicos refratários,23.41-9,23.4,23,C,2.3
2342-7/01,Fabricação de azulejos e pisos,23.42-7,23.4,23,C,2.3
2342-7/02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",23.42-7,23.4,23,C,2.3
2349-4/01,Fabricação de material sanitário de cerâmica,23.49-4,23.4,23,C,2.3
2349-4/99,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,23.49-4,23.4,23,C,2.3
2391-5/01,"Britamento de pedras, exceto associado à extração",23.91-5,23.9,23,C,2.3
2391-5/02,"Aparelhamento de pedras para construção, exceto associado à extração",23.91-5,23.9,23,C,2.3
2391-5/03,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",23.91-5,23.9,23,C,2.3
2392-3/00,Fabricação de cal e gesso,23.92-3,23.9,23,C,2.3
2399-1/01,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",23.99-1,23.9,23,C,2.3
2399-1/02,Fabricação de abrasivos,23.99-1,23.9,23,C,2.3
2399-1/99,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,23.99-1,23.9,23,C,2.3
2411-3/00,Produção de ferro-gusa,24.11-3,24.1,24,C,2.3
2412-1/00,Produção de ferroligas,24.12-1,24.1,24,C,2.3
2421-1/00,Produção de semiacabados de aço,24.21-1,24.2,24,C,2.3
2422-9/01,"Produção de laminados planos de aço ao carbono, revestidos ou não",24.22-9,24.2,24,C,2.3
2422-9/02,Produção de laminados planos de aços especiais,24.22-9,24.2,24,C,2.3
2423-7/01,Produção de tubos de aço sem costura,24.23-7,24.2,24,C,2.3
2423-7/02,"Produção de laminados longos de aço, exceto tubos",24.23-7,24.2,24,C,2.3
2424-5/01,Produção de arames de aço,24.24-5,24.2,24,C,2.3
2424-5/02,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",24.24-5,24.2,24,C,2.3
2431-8/00,Produção de tubos de aço com costura,24.31-8,24.3,24,C,2.3
2439-3/00,Produção de outros tubos de ferro e aço,24.39-3,24.3,24,C,2.3
2441-5/01,Produção de alumínio e suas ligas em formas primárias,24.41-5,24.4,24,C,2.3
2441-5/02,Produção de laminados de alumínio,24.41-5,24.4,24,C,2.3
2442-3/00,Metalurgia dos metais preciosos,24.42-3,24.4,24,C,2.3
2443-1/00,Metalurgia do cobre,24.43-1,24.4,24,C,2.3
2449-1/01,Produção de zinco em formas primárias,24.49-1,24.4,24,C,2.3
2449-1/02,Produção de laminados de zinco,24.49-1,24.4,24,C,2.3
2449-1/03,Fabricação de ânodos para galvanoplastia,24.49-1,24.4,24,C,2.3
2449-1/99,Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente,24.49-1,24.4,24,C,2.3
2451-2/00,Fundição de ferro e aço,24.51-2,24.5,24,C,2.3
2452-1/00,Fundição de metais não ferrosos e suas ligas,24.52-1,24.5,24,C,2.3
2511-0/00,Fabricação de estruturas metálicas,25.11-0,25.1,25,C,2.3
2512-8/00,Fabricação de esquadrias de metal,25.12-8,25.1,25,C,2.3
2513-6/00,Fabricação de obras de caldeiraria pesada,25.13-6,25.1,25,C,2.3
2521-7/00,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",25.21-7,25.2,25,C,2.3
2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",25.22-5,25.2,25,C,2.3
2531-4/01,Produção de forjados de aço,25.31-4,25.3,25,C,2.3
2531-4/02,Produção de forjados de metais não ferrosos e suas ligas,25.31-4,25.3,25,C,2.3
2532-2/01,Produção de artefatos estampados de metal,25.32-2,25.3,25,C,2.3
2532-2/02,Metalurgia do pó,25.32-2,25.3,25,C,2.3
2539-0/01,"Serviços de usinagem, torneiria e solda",25.39-0,25.3,25,C,2.3
2539-0/02,Serviços de tratamento e revestimento em metais,25.39-0,25.3,25,C,2.3
2541-1/00,Fabricação de artigos de cutelaria,25.41-1,25.4,25,C,2.3
2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias",25.42-0,25.4,25,C,2.3
2543-8/00,Fabricação de ferramentas,25.43-8,25.4,25,C,2.3
2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",25.50-1,25.5,25,C,2.3
2550-1/02,"Fabricação de armas de fogo, outras armas e munições",25.50-1,25.5,25,C,2.3
2591-8/00,Fabricação de embalagens metálicas,25.91-8,25.9,25,C,2.3
2592-6/01,Fabricação de produtos de trefilados de metal padronizados,25.92-6,25.9,25,C,2.3
2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados",25.92-6,25.9,25,C,2.3
2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal,25.93-4,25.9,25,C,2.3
2599-3/01,Serviços de confecção de armações metálicas para a construção,25.99-3,25.9,25,C,2.3
2599-3/02,Serviço de corte e dobra de metais,25.99-3,25.9,25,C,2.3
2599-3/99,Fabricação de outros produtos de metal não especificados anteriormente,25.99-3,25.9,25,C,2.3
2610-8/00,Fabricação de componentes eletrônicos,26.10-8,26.1,26,C,2.3
2621-3/00,Fabricação de equipamentos de informática,26.21-3,26.2,26,C,2.3
2622-1/00,Fabricação de periféricos para equipamentos de informática,26.22-1,26.2,26,C,2.3
2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",26.31-1,26.3,26,C,2.3
2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",26.32-9,26.3,26,C,2.3
2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",26.40-0,26.4,26,C,2.3
2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle",26.51-5,26.5,26,C,2.3
2652-3/00,Fabricação de cronômetros e relógios,26.52-3,26.5,26,C,2.3
2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.60-4,26.6,26,C,2.3
2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",26.70-1,26.7,26,C,2.3
2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",26.70-1,26.7,26,C,2.3
2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas",26.80-9,26.8,26,C,2.3
2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",27.10-4,27.1,27,C,2.3
2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",27.10-4,27.1,27,C,2.3
2710-4/03,"Fabricação de motores elétricos, peças e acessórios",27.10-4,27.1,27,C,2.3
2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",27.21-0,27.2,27,C,2.3
2722-8/01,Fabricação de baterias e acumuladores para veículos automotores,27.22-8,27.2,27,C,2.3
2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores,27.22-8,27.2,27,C,2.3
2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,27.31-7,27.3,27,C,2.3
2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo,27.32-5,27.3,27,C,2.3
2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados",27.33-3,27.3,27,C,2.3
2740-6/01,Fabricação de lâmpadas,27.40-6,27.4,27,C,2.3
2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação,27.40-6,27.4,27,C,2.3
2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",27.51-1,27.5,27,C,2.3
2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",27.59-7,27.5,27,C,2.3
2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",27.59-7,27.5,27,C,2.3
2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",27.90-2,27.9,27,C,2.3
2790-2/02,Fabricação de equipamentos para sinalização e alarme,27.90-2,27.9,27,C,2.3
2790-2/99,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2,27.9,27,C,2.3
2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",28.11-9,28.1,28,C,2.3
2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",28.12-7,28.1,28,C,2.3
2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",28.13-5,28.1,28,C,2.3
2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios",28.14-3,28.1,28,C,2.3
2814-3/02,"Fabricação de compressores para uso não industrial, peças e acessórios",28.14-3,28.1,28,C,2.3
2815-1/01,Fabricação de rolamentos para fins industriais,28.15-1,28.1,28,C,2.3
2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",28.15-1,28.1,28,C,2.3
2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios",28.21-6,28.2,28,C,2.3
2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",28.21-6,28.2,28,C,2.3
2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",28.22-4,28.2,28,C,2.3
2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",28.22-4,28.2,28,C,2.3
2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",28.23-2,28.2,28,C,2.3
2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,28.24-1,28.2,28,C,2.3
2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial,28.24-1,28.2,28,C,2.3
2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",28.25-9,28.2,28,C,2.3
2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios",28.29-1,28.2,28,C,2.3
2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",28.29-1,28.2,28,C,2.3
2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios",28.31-3,28.3,28,C,2.3
2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",28.32-1,28.3,28,C,2.3
2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",28.33-0,28.3,28,C,2.3
2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios",28.40-2,28.4,28,C,2.3
2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",28.51-8,28.5,28,C,2.3
2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",28.52-6,28.5,28,C,2.3
2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas",28.53-4,28.5,28,C,2.3
2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",28.54-2,28.5,28,C,2.3
2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",28.61-5,28.6,28,C,2.3
2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",28.62-3,28.6,28,C,2.3
2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",28.63-1,28.6,28,C,2.3
2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",28.64-0,28.6,28,C,2.3
2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",28.65-8,28.6,28,C,2.3
2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",28.66-6,28.6,28,C,2.3
2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",28.69-1,28.6,28,C,2.3
2910-7/01,"Fabricação de automóveis, camionetas e utilitários",29.10-7,29.1,29,C,2.3
2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",29.10-7,29.1,29,C,2.3
2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários",29.10-7,29.1,29,C,2.3
2920-4/01,Fabricação de caminhões e ônibus,29.20-4,29.2,29,C,2.3
2920-4/02,Fabricação de motores para caminhões e ônibus,29.20-4,29.2,29,C,2.3
2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões",29.30-1,29.3,29,C,2.3
2930-1/02,Fabricação de carrocerias para ônibus,29.30-1,29.3,29,C,2.3
2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",29.30-1,29.3,29,C,2.3
2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,29.41-7,29.4,29,C,2.3
2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,29.42-5,29.4,29,C,2.3
2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,29.43-3,29.4,29,C,2.3
2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,29.44-1,29.4,29,C,2.3
2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",29.45-0,29.4,29,C,2.3
2949-2/01,Fabricação de bancos e estofados para veículos automotores,29.49-2,29.4,29,C,2.3
2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,29.49-2,29.4,29,C,2.3
2950-6/00,Recondicionamento e recuperação de motores para veículos automotores,29.50-6,29.5,29,C,2.3
3011-3/01,Construção de embarcações de grande porte,30.11-3,30.1,30,C,2.3
3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",30.11-3,30.1,30,C,2.3
3012-1/00,Construção de embarcações para esporte e lazer,30.12-1,30.1,30,C,2.3
3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes",30.31-8,30.3,30,C,2.3
3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,30.32-6,30.3,30,C,2.3
3041-5/00,Fabricação de aeronaves,30.41-5,30.4,30,C,2.3
3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",30.42-3,30.4,30,C,2.3
3050-4/00,Fabricação de veículos militares de combate,30.50-4,30.5,30,C,2.3
3091-1/01,Fabricação de motocicletas,30.91-1,30.9,30,C,2.3
3091-1/02,Fabricação de peças e acessórios para motocicletas,30.91-1,30.9,30,C,2.3
3092-0/00,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",30.92-0,30.9,30,C,2.3
3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente,30.99-7,30.9,30,C,2.3
3101-2/00,Fabricação de móveis com predominância de madeira,31.01-2,31.0,31,C,2.3
3102-1/00,Fabricação de móveis com predominância de metal,31.02-1,31.0,31,C,2.3
3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal",31.03-9,31.0,31,C,2.3
3104-7/00,Fabricação de colchões,31.04-7,31.0,31,C,2.3
3211-6/01,Lapidação de gemas,32.11-6,32.1,32,C,2.3
3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,32.11-6,32.1,32,C,2.3
3211-6/03,Cunhagem de moedas e medalhas,32.11-6,32.1,32,C,2.3
3212-4/00,Fabricação de bijuterias e artefatos semelhantes,32.12-4,32.1,32,C,2.3
3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios",32.20-5,32.2,32,C,2.3
3230-2/00,Fabricação de artefatos para pesca e esporte,32.30-2,32.3,32,C,2.3
3240-0/01,Fabricação de jogos eletrônicos,32.40-0,32.4,32,C,2.3
3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",32.40-0,32.4,32,C,2.3
3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",32.40-0,32.4,32,C,2.3
3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,32.40-0,32.4,32,C,2.3
3250-7/01,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",32.50-7,32.5,32,C,2.3
3250-7/02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",32.50-7,32.5,32,C,2.3
3250-7/03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,32.50-7,32.5,32,C,2.3
3250-7/04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",32.50-7,32.5,32,C,2.3
3250-7/05,Fabricação de materiais para medicina e odontologia,32.50-7,32.5,32,C,2.3
3250-7/06,Serviços de prótese dentária,32.50-7,32.5,32,C,2.3
3250-7/07,Fabricação de artigos ópticos,32.50-7,32.5,32,C,2.3
3250-7/09,Serviço de laboratório óptico,32.50-7,32.5,32,C,2.3
3291-4/00,"Fabricação de escovas, pincéis e vassouras",32.91-4,32.9,32,C,2.3
3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,32.92-2,32.9,32,C,2.3
3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,32.92-2,32.9,32,C,2.3
3299-0/01,Fabricação de guarda-chuvas e similares,32.99-0,32.9,32,C,2.3
3299-0/02,"Fabricação de canetas, lápis e outros artigos para escritório",32.99-0,32.9,32,C,2.3
3299-0/03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",32.99-0,32.9,32,C,2.3
3299-0/04,Fabricação de painéis e letreiros luminosos,32.99-0,32.9,32,C,2.3
3299-0/05,Fabricação de aviamentos para costura,32.99-0,32.9,32,C,2.3
3299-0/06,"Fabricação de velas, inclusive decorativas",32.99-0,32.9,32,C,2.3
3299-0/99,Fabricação de produtos diversos não especificados anteriormente,32.99-0,32.9,32,C,2.3
3311-2/00,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",33.11-2,33.1,33,C,2.3
3312-1/02,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",33.12-1,33.1,33,C,2.3
3312-1/03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,33.12-1,33.1,33,C,2.3
3312-1/04,Manutenção e reparação de equipamentos e instrumentos ópticos,33.12-1,33.1,33,C,2.3
3313-9/01,"Manutenção e reparação de geradores, transformadores e motores elétricos",33.13-9,33.1,33,C,2.3
3313-9/02,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",33.13-9,33.1,33,C,2.3
3313-9/99,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",33.13-9,33.1,33,C,2.3
3314-7/01,Manutenção e reparação de máquinas motrizes não elétricas,33.14-7,33.1,33,C,2.3
3314-7/02,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",33.14-7,33.1,33,C,2.3
3314-7/03,Manutenção e reparação de válvulas industriais,33.14-7,33.1,33,C,2.3
3314-7/04,Manutenção e reparação de compressores,33.14-7,33.1,33,C,2.3
3314-7/05,Manutenção e reparação de equipamentos de transmissão para fins industriais,33.14-7,33.1,33,C,2.3
3314-7/06,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",33.14-7,33.1,33,C,2.3
3314-7/07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,33.14-7,33.1,33,C,2.3
3314-7/08,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",33.14-7,33.1,33,C,2.3
3314-7/09,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",33.14-7,33.1,33,C,2.3
3314-7/10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,33.14-7,33.1,33,C,2.3
3314-7/11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,33.14-7,33.1,33,C,2.3
3314-7/12,Manutenção e reparação de tratores agrícolas,33.14-7,33.1,33,C,2.3
3314-7/13,Manutenção e reparação de máquinas-ferramenta,33.14-7,33.1,33,C,2.3
3314-7/14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,33.14-7,33.1,33,C,2.3
3314-7/15,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",33.14-7,33.1,33,C,2.3
3314-7/16,"Manutenção e reparação de tratores, exceto agrícolas",33.14-7,33.1,33,C,2.3
3314-7/17,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",33.14-7,33.1,33,C,2.3
3314-7/18,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",33.14-7,33.1,33,C,2.3
3314-7/19,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",33.14-7,33.1,33,C,2.3
3314-7/20,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",33.14-7,33.1,33,C,2.3
3314-7/21,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",33.14-7,33.1,33,C,2.3
3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,33.14-7,33.1,33,C,2.3
3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,33.14-7,33.1,33,C,2.3
3315-5/00,Manutenção e reparação de veículos ferroviários,33.15-5,33.1,33,C,2.3
3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",33.16-3,33.1,33,C,2.3
3316-3/02,Manutenção de aeronaves na pista,33.16-3,33.1,33,C,2.3
3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,33.17-1,33.1,33,C,2.3
